0,1.21534E-4
2E-4,1.21534E-4
0.001,1.21534E-4
0.0021,1.21534E-4
0.0034,1.21534E-4
0.0049,1.21534E-4
0.0065,1.21505E-4
0.0157,1.21505E-4
0.0178,1.21326E-4
0.0235,1.21266E-4
0.0255,1.21147E-4
0.0264,1.21147E-4
0.0517,1.21117E-4
0.0538,1.20819E-4
0.0558,1.20819E-4
0.058,1.20789E-4
0.0596,1.20789E-4
0.0616,1.20789E-4
0.0638,1.20759E-4
0.0657,1.2073E-4
0.0674,1.207E-4
0.0695,1.207E-4
0.0715,1.2067E-4
0.0736,1.2067E-4
0.0754,1.2067E-4
0.0773,1.2067E-4
0.0803,1.2067E-4
0.0823,1.2064E-4
0.0843,1.2064E-4
0.0864,1.2064E-4
0.0881,1.2061E-4
0.0901,1.20581E-4
0.0947,1.20581E-4
0.0973,1.20581E-4
0.0997,1.20551E-4
0.1033,1.20551E-4
0.1056,1.20551E-4
0.109,1.20551E-4
0.1108,1.20521E-4
0.1129,1.20491E-4
0.115,1.20491E-4
0.1171,1.20491E-4
0.1191,1.20491E-4
0.1208,1.20491E-4
0.123,1.20491E-4
0.125,1.20491E-4
0.1271,1.20491E-4
0.1288,1.20491E-4
0.1308,1.20432E-4
0.1329,1.20402E-4
0.1349,1.20432E-4
0.137,1.20432E-4
0.1387,1.20432E-4
0.1407,1.20432E-4
0.1429,1.20432E-4
0.1445,1.20402E-4
0.1463,1.20402E-4
0.1484,1.20402E-4
0.1505,1.20372E-4
0.1526,1.20402E-4
0.1547,1.20402E-4
0.1568,1.20402E-4
0.1585,1.20372E-4
0.1605,1.20372E-4
0.1627,1.20342E-4
0.1643,1.20342E-4
0.1644,1.20342E-4
0.1671,1.20342E-4
0.1695,1.20342E-4
0.1718,1.20342E-4
0.1737,1.20342E-4
0.1759,1.20342E-4
0.1781,1.20342E-4
0.1803,1.20342E-4
0.182,1.20312E-4
0.1841,1.20283E-4
0.1863,1.20283E-4
0.1884,1.20312E-4
0.19,1.20283E-4
0.1921,1.20253E-4
0.1942,1.20283E-4
0.1963,1.20283E-4
0.1979,1.20283E-4
0.2,1.20283E-4
0.2021,1.20283E-4
0.2041,1.20253E-4
0.2062,1.20253E-4
0.2079,1.20253E-4
0.2099,1.20134E-4
0.212,1.20253E-4
0.214,1.20223E-4
0.2157,1.20223E-4
0.2178,1.20253E-4
0.2198,1.20253E-4
0.2219,1.20253E-4
0.2237,1.20223E-4
0.2256,1.20223E-4
0.2277,1.20223E-4
