0,1.652E-5
2E-4,1.638E-5
0.001,1.65E-5
0.0021,1.642E-5
0.0034,1.648E-5
0.0049,1.662E-5
0.0065,1.666E-5
0.0157,1.65E-5
0.0178,1.648E-5
0.0235,1.65E-5
0.0255,1.67E-5
0.0264,1.658E-5
0.0517,1.664E-5
0.0538,1.65E-5
0.0558,1.66E-5
0.058,1.664E-5
0.0596,1.66E-5
0.0616,1.674E-5
0.0638,1.672E-5
0.0657,1.644E-5
0.0674,1.66E-5
0.0695,1.666E-5
0.0715,1.66E-5
0.0736,1.656E-5
0.0754,1.652E-5
0.0773,1.646E-5
0.0803,1.662E-5
0.0823,1.652E-5
0.0843,1.65E-5
0.0864,1.648E-5
0.0881,1.646E-5
0.0901,1.644E-5
0.0947,1.642E-5
0.0973,1.638E-5
0.0997,1.646E-5
0.1033,1.656E-5
0.1056,1.66E-5
0.109,1.662E-5
0.1108,1.662E-5
0.1129,1.644E-5
0.115,1.666E-5
0.1171,1.664E-5
0.1191,1.644E-5
0.1208,1.648E-5
0.123,1.662E-5
0.125,1.662E-5
0.1271,1.66E-5
0.1288,1.662E-5
0.1308,1.666E-5
0.1329,1.654E-5
0.1349,1.644E-5
0.137,1.656E-5
0.1387,1.642E-5
0.1407,1.656E-5
0.1429,1.664E-5
0.1445,1.648E-5
0.1463,1.65E-5
0.1484,1.656E-5
0.1505,1.656E-5
0.1526,1.662E-5
0.1547,1.66E-5
0.1568,1.662E-5
0.1585,1.658E-5
0.1605,1.664E-5
0.1627,1.648E-5
0.1643,1.646E-5
0.1644,1.658E-5
0.1671,1.658E-5
0.1695,1.652E-5
0.1718,1.652E-5
0.1737,1.652E-5
0.1759,1.652E-5
0.1781,1.654E-5
0.1803,1.652E-5
0.182,1.652E-5
0.1841,1.65E-5
0.1863,1.65E-5
0.1884,1.644E-5
0.19,1.648E-5
0.1921,1.654E-5
0.1942,1.658E-5
0.1963,1.648E-5
0.1979,1.65E-5
0.2,1.652E-5
0.2021,1.656E-5
0.2041,1.648E-5
0.2062,1.644E-5
0.2079,1.656E-5
0.2099,1.66E-5
0.212,1.646E-5
0.214,1.654E-5
0.2157,1.658E-5
0.2178,1.642E-5
0.2198,1.656E-5
0.2219,1.658E-5
0.2237,1.656E-5
0.2256,1.662E-5
0.2277,1.654E-5
0.2297,1.646E-5
0.2319,1.644E-5
0.2335,1.632E-5
0.2355,1.644E-5
0.2377,1.662E-5
0.2397,1.648E-5
0.2413,1.644E-5
0.2412,1.654E-5
0.2435,1.662E-5
0.2463,1.65E-5
0.2486,1.648E-5
0.2505,1.666E-5
0.2528,1.644E-5
0.2551,1.654E-5
0.2572,1.656E-5
0.2589,1.64E-5
0.2611,1.65E-5
0.2633,1.658E-5
0.2654,1.654E-5
0.2671,1.64E-5
0.2692,1.638E-5
0.2713,1.658E-5
0.2733,1.666E-5
0.2754,1.66E-5
0.277,1.662E-5
0.2791,1.656E-5
0.2809,1.652E-5
0.2827,1.638E-5
0.2845,1.64E-5
0.2867,1.648E-5
0.2888,1.646E-5
0.291,1.638E-5
0.2928,1.654E-5
0.2948,1.654E-5
0.2969,1.646E-5
0.299,1.65E-5
0.3011,1.66E-5
0.3028,1.658E-5
0.3048,1.666E-5
0.3069,1.656E-5
0.3091,1.65E-5
0.3107,1.656E-5
0.3128,1.648E-5
0.3148,1.656E-5
0.3166,1.662E-5
0.3188,1.656E-5
0.3204,1.672E-5
0.3225,1.656E-5
0.3247,1.66E-5
0.3269,1.66E-5
0.3286,1.66E-5
0.3305,1.664E-5
0.3326,1.672E-5
0.3347,1.656E-5
0.3368,1.644E-5
0.3385,1.646E-5
0.3405,1.64E-5
0.3426,1.648E-5
0.3446,1.66E-5
0.3463,1.658E-5
0.3484,1.65E-5
0.3505,1.658E-5
0.3525,1.644E-5
0.3542,1.652E-5
0.3567,1.65E-5
0.3587,1.654E-5
0.3608,1.648E-5
0.3625,1.656E-5
0.3645,1.662E-5
0.3666,1.648E-5
0.3687,1.65E-5
0.3703,1.67E-5
0.3723,1.666E-5
0.3744,1.668E-5
0.3764,1.632E-5
0.3786,1.646E-5
0.3802,1.644E-5
0.3789,1.62E-5
0.3821,1.652E-5
0.3848,1.654E-5
0.3867,1.656E-5
0.3892,1.644E-5
0.3916,1.644E-5
0.3938,1.648E-5
0.3957,1.646E-5
0.3978,1.646E-5
0.4,1.646E-5
0.4022,1.658E-5
0.4043,1.652E-5
0.4061,1.638E-5
0.4081,1.654E-5
0.4103,1.648E-5
0.4123,1.656E-5
0.414,1.664E-5
0.4161,1.644E-5
0.4181,1.662E-5
0.4198,1.666E-5
0.4219,1.656E-5
0.4239,1.646E-5
0.426,1.64E-5
0.4281,1.646E-5
0.4297,1.652E-5
0.4318,1.648E-5
0.4339,1.648E-5
0.4359,1.644E-5
0.4376,1.644E-5
0.4397,1.642E-5
0.4417,1.648E-5
0.4437,1.658E-5
0.4445,1.67E-5
0.4469,1.658E-5
0.4492,1.66E-5
0.4513,1.656E-5
0.4534,1.652E-5
0.4552,1.65E-5
0.4573,1.654E-5
0.4594,1.662E-5
0.4614,1.66E-5
0.4631,1.656E-5
0.4652,1.652E-5
0.4673,1.646E-5
0.4682,1.636E-5
0.47,1.65E-5
0.4719,1.648E-5
0.4744,1.66E-5
0.4766,1.66E-5
0.4789,1.666E-5
0.4806,1.658E-5
0.4829,1.646E-5
0.4851,1.644E-5
0.4871,1.662E-5
0.4888,1.67E-5
0.491,1.668E-5
0.493,1.654E-5
0.4952,1.674E-5
0.4968,1.666E-5
0.4988,1.652E-5
0.5009,1.65E-5
0.5023,1.668E-5
0.5042,1.652E-5
0.5064,1.644E-5
0.5086,1.658E-5
0.5107,1.658E-5
0.5129,1.662E-5
0.5146,1.658E-5
0.5166,1.644E-5
0.5188,1.666E-5
0.5208,1.648E-5
0.5222,1.644E-5
0.5237,1.648E-5
0.5261,1.642E-5
0.5283,1.654E-5
0.53,1.648E-5
0.5322,1.654E-5
0.5344,1.656E-5
0.5361,1.668E-5
0.5382,1.658E-5
0.5403,1.644E-5
0.5423,1.654E-5
0.544,1.668E-5
0.5465,1.656E-5
0.5487,1.638E-5
0.5503,1.66E-5
0.5511,1.656E-5
0.5536,1.646E-5
0.5559,1.656E-5
0.5577,1.66E-5
0.5598,1.65E-5
0.5621,1.654E-5
0.5643,1.66E-5
0.5663,1.656E-5
0.5681,1.652E-5
0.5702,1.658E-5
0.5722,1.656E-5
0.5744,1.658E-5
0.576,1.656E-5
0.5781,1.656E-5
0.5802,1.656E-5
0.5822,1.664E-5
0.5839,1.656E-5
0.5861,1.656E-5
0.588,1.648E-5
0.5901,1.644E-5
0.5922,1.646E-5
0.5939,1.642E-5
0.5959,1.648E-5
0.5979,1.666E-5
0.6001,1.666E-5
0.6016,1.658E-5
0.6038,1.662E-5
0.6059,1.646E-5
